,simu_time,car_num,x_position,y_position,x_acce(m^2/s),y_acce(m^2/s),length(m),speed(m/s),LateralSpeed(m/s),accelaration(m^2/s),angel(du),roadID,LaneID,Lane_index,lane_position
85,11,daxinghuoche.1,28.47626216,-11.2,-3.673189245,0,13,5.193865417,0,0.997659182,90,H,H_1,1,28.47626216
86,11,tedaxinghuoche.0,28.52224583,-14.4,-0.973719936,0,16,4.220145481,0,0.788548405,90,H,H_0,0,28.52224583
87,11,xiaokeche.1,5.576116641,-14.4,-2.744028841,0,4,1.476116641,0,1.476116641,90,H,H_0,0,5.576116641
88,11,xiaoxinghuoche.0,59.81848739,-4.8,8.310346225,0,6,9.786462866,0,1.277779391,90,H,H_3,3,59.81848739
89,11,xiaoxinghuoche.1,26.21960791,-4.8,-4.090611443,0,6,5.695851423,0,0.803357467,90,H,H_3,3,26.21960791
90,11,xiaoxinghuoche.2,8.388431977,-4.8,-4.110590342,0,6,1.585261081,0,0.882090184,90,H,H_3,3,8.388431977
91,11,zhongxinghuoche.0,60.69834985,-8,7.601991511,0,9.6,9.187252592,0,0.664384247,90,H,H_2,2,60.69834985
92,11,zhongxinghuoche.1,23.60649362,-8,-4.634380252,0,9.6,4.55287234,0,0.93589,90,H,H_2,2,23.60649362
93,11,zhongxinghuoche.2,9.7,-8,-4.55287234,0,9.6,0,0,0,90,H,H_2,2,9.7
94,12,dakeche.1,58.720338,-1.6,0,0,11,11.77127748,0,1.708045885,90,H,H_4,4,58.720338
95,12,dakeche.2,24.06706663,-1.6,-4.88099493,0,11,6.890282546,0,2.57136613,90,H,H_4,4,24.06706663
96,12,daxinghuoche.0,75.19951202,-11.2,2.832822419,0,13,9.723104965,0,0.856050303,90,H,H_1,1,75.19951202
97,12,daxinghuoche.1,34.74492417,-11.2,-3.454442957,0,13,6.268662009,0,1.074796591,90,H,H_1,1,34.74492417
98,12,daxinghuoche.2,13.1,-11.2,-6.268662009,0,13,0,0,0,90,H,H_1,1,13.1
99,12,tedaxinghuoche.0,33.80924985,-14.4,5.287004021,0,16,5.287004021,0,1.06685854,90,H,H_0,0,33.80924985
100,12,xiaokeche.1,8.513974281,-14.4,-2.349146381,0,4,2.93785764,0,1.461740999,90,H,H_0,0,8.513974281
101,12,xiaoxinghuoche.0,70.6664614,-4.8,7.910116369,0,6,10.84797401,0,1.061511143,90,H,H_3,3,70.6664614
102,12,xiaoxinghuoche.1,32.72198977,-4.8,-4.345592146,0,6,6.502381863,0,0.806530439,90,H,H_3,3,32.72198977
103,12,xiaoxinghuoche.2,10.95244344,-4.8,-3.938370402,0,6,2.564011461,0,0.97875038,90,H,H_3,3,10.95244344
104,12,zhongxinghuoche.0,70.54922862,-8,7.286867308,0,9.6,9.850878768,0,0.663626176,90,H,H_2,2,70.54922862
105,12,zhongxinghuoche.1,29.10873893,-8,-4.348633456,0,9.6,5.502245312,0,0.949372972,90,H,H_2,2,29.10873893
106,12,zhongxinghuoche.2,10.76398867,-8,-4.438256645,0,9.6,1.063988668,0,1.063988668,90,H,H_2,2,10.76398867
107,13,dakeche.1,72.61331787,-1.6,0,0,11,13.89297987,0,2.121702392,90,H,H_4,4,72.61331787
108,13,dakeche.2,33.07442668,-1.6,-4.885619818,0,11,9.00736005,0,2.117077504,90,H,H_4,4,33.07442668
109,13,dakeche.3,11.1,-1.6,-9.00736005,0,11,0,0,0,90,H,H_4,4,11.1
110,13,daxinghuoche.0,85.87905973,-11.2,10.67954771,0,13,10.67954771,0,0.956442746,90,H,H_1,1,85.87905973
111,13,daxinghuoche.1,41.78322215,-11.2,-3.641249732,0,13,7.038297979,0,0.769635971,90,H,H_1,1,41.78322215
112,13,daxinghuoche.2,14.06014614,-11.2,-6.078151838,0,13,0.960146141,0,0.960146141,90,H,H_1,1,14.06014614
113,13,tedaxinghuoche.0,40.01917365,-14.4,5.249777661,0,16,6.209923803,0,0.922919782,90,H,H_0,0,40.01917365
114,13,xiaokeche.1,13.1631432,-14.4,-1.560754883,0,4,4.64916892,0,1.71131128,90,H,H_0,0,13.1631432
115,13,xiaoxinghuoche.0,82.18084147,-4.8,6.865211151,0,6,11.51438007,0,0.666406063,90,H,H_3,3,82.18084147
116,13,xiaoxinghuoche.1,39.93998675,-4.8,-4.296383092,0,6,7.21799698,0,0.715615117,90,H,H_3,3,39.93998675
117,13,xiaoxinghuoche.2,14.31248103,-4.8,-3.857959389,0,6,3.36003759,0,0.79602613,90,H,H_3,3,14.31248103
118,13,zhongxinghuoche.0,81.24168588,-8,7.33241967,0,9.6,10.69245726,0,0.841578492,90,H,H_2,2,81.24168588
119,13,zhongxinghuoche.1,35.85101196,-8,-3.950184237,0,9.6,6.742273023,0,1.240027711,90,H,H_2,2,35.85101196
120,13,zhongxinghuoche.2,12.85674661,-8,-4.649515076,0,9.6,2.092757947,0,1.02876928,90,H,H_2,2,12.85674661
121,14,dakeche.1,88.7328985,-1.6,0,0,11,16.11958063,0,2.226600761,90,H,H_4,4,88.7328985
122,14,dakeche.2,44.17469744,-1.6,-5.019309869,0,11,11.10027076,0,2.09291071,90,H,H_4,4,44.17469744
123,14,dakeche.3,12.7800958,-1.6,-9.420174959,0,11,1.680095801,0,1.680095801,90,H,H_4,4,12.7800958
124,14,daxinghuoche.0,97.79892939,-11.2,10.23977385,0,13,11.91986965,0,1.240321941,90,H,H_1,1,97.79892939
125,14,daxinghuoche.1,49.66751418,-11.2,-4.035577619,0,13,7.884292034,0,0.845994054,90,H,H_1,1,49.66751418
126,14,daxinghuoche.2,16.17610825,-11.2,-5.76832992,0,13,2.115962113,0,1.155815972,90,H,H_1,1,16.17610825
127,14,tedaxinghuoche.0,47.30368891,-14.4,5.168553147,0,16,7.28451526,0,1.074591458,90,H,H_0,0,47.30368891
128,14,xiaokeche.1,19.74545585,-14.4,-0.702202613,0,4,6.582312647,0,1.933143727,90,H,H_0,0,19.74545585
129,14,xiaoxinghuoche.0,94.7170236,-4.8,5.953869488,0,6,12.53618214,0,1.021802064,90,H,H_3,3,94.7170236
130,14,xiaoxinghuoche.1,48.14692172,-4.8,-4.329247165,0,6,8.206934971,0,0.988937991,90,H,H_3,3,48.14692172
131,14,xiaoxinghuoche.2,18.7303562,-4.8,-3.789059798,0,6,4.417875173,0,1.057837582,90,H,H_3,3,18.7303562
132,14,xiaoxinghuoche.3,6.1,-4.8,-4.417875173,0,6,0,0,0,90,H,H_3,3,6.1
133,14,zhongxinghuoche.0,92.81475226,-8,11.57306638,0,9.6,11.57306638,0,0.880609121,90,H,H_2,2,92.81475226
134,14,zhongxinghuoche.1,43.26891618,-8,-4.15516216,0,9.6,7.417904221,0,0.675631198,90,H,H_2,2,43.26891618
135,14,zhongxinghuoche.2,16.2098675,-8,-4.064783339,0,9.6,3.353120882,0,1.260362935,90,H,H_2,2,16.2098675
136,15,dakeche.2,56.9690128,-1.6,0,0,11,12.79431536,0,1.694044604,90,H,H_4,4,56.9690128
137,15,dakeche.3,16.599179,-1.6,-8.975232166,0,11,3.819083198,0,2.138987397,90,H,H_4,4,16.599179
138,15,daxinghuoche.1,58.73080186,-11.2,5.244204476,0,13,9.063287675,0,1.178995641,90,H,H_1,1,58.73080186
139,15,daxinghuoche.2,19.49966083,-11.2,-5.739735097,0,13,3.323552578,0,1.207590465,90,H,H_1,1,19.49966083
140,15,tedaxinghuoche.0,55.51931911,-14.4,4.892077617,0,16,8.215630195,0,0.931114934,90,H,H_0,0,55.51931911
141,15,tedaxinghuoche.1,16.1,-14.4,-8.215630195,0,16,0,0,0,90,H,H_0,0,16.1
142,15,xiaokeche.1,27.09281036,-14.4,7.347354508,0,4,7.347354508,0,0.765041861,90,H,H_0,0,27.09281036
143,15,xiaoxinghuoche.1,57.07343402,-4.8,1.579157794,0,6,8.926512303,0,0.719577332,90,H,H_3,3,57.07343402
144,15,xiaoxinghuoche.2,24.25119671,-4.8,-3.405671798,0,6,5.520840505,0,1.102965332,90,H,H_3,3,24.25119671
145,15,xiaoxinghuoche.3,7.080681107,-4.8,-4.540159398,0,6,0.980681107,0,0.980681107,90,H,H_3,3,7.080681107
146,15,zhongxinghuoche.1,51.98509956,-8,7.735502278,0,9.6,8.716183385,0,1.298279164,90,H,H_2,2,51.98509956
147,15,zhongxinghuoche.2,20.57897742,-8,-4.347073462,0,9.6,4.369109923,0,1.01598904,90,H,H_2,2,20.57897742
148,16,dakeche.2,71.3654748,-1.6,0,0,11,14.39646201,0,1.602146642,90,H,H_4,4,71.3654748
149,16,dakeche.3,22.49916258,-1.6,-8.496478425,0,11,5.899983581,0,2.080900383,90,H,H_4,4,22.49916258
150,16,daxinghuoche.1,68.94918408,-11.2,4.318398637,0,13,10.21838222,0,1.155094544,90,H,H_1,1,68.94918408
151,16,daxinghuoche.2,24.02002946,-11.2,-5.698013592,0,13,4.520368626,0,1.196816048,90,H,H_1,1,24.02002946
152,16,tedaxinghuoche.0,64.31847779,-14.4,4.278790055,0,16,8.799158682,0,0.583528487,90,H,H_0,0,64.31847779
153,16,tedaxinghuoche.1,16.71180617,-14.4,-8.18735251,0,16,0.611806171,0,0.611806171,90,H,H_0,0,16.71180617
154,16,xiaokeche.1,35.0682567,-14.4,7.36364017,0,4,7.975446341,0,0.628091833,90,H,H_0,0,35.0682567
155,16,xiaoxinghuoche.1,66.69781208,-4.8,1.648931715,0,6,9.624378057,0,0.697865754,90,H,H_3,3,66.69781208
156,16,xiaoxinghuoche.2,30.77237259,-4.8,-3.103202176,0,6,6.52117588,0,1.000335376,90,H,H_3,3,30.77237259
157,16,xiaoxinghuoche.3,9.325525869,-4.8,-4.276331119,0,6,2.244844762,0,1.264163655,90,H,H_3,3,9.325525869
158,16,zhongxinghuoche.1,61.96883443,-8,7.738890109,0,9.6,9.983734871,0,1.267551487,90,H,H_2,2,61.96883443
159,16,zhongxinghuoche.2,26.04699352,-8,-4.515718767,0,9.6,5.468016104,0,1.098906181,90,H,H_2,2,26.04699352
160,16,zhongxinghuoche.3,9.7,-8,-5.468016104,0,9.6,0,0,0,90,H,H_2,2,9.7
161,17,dakeche.2,88.13633963,-1.6,0,0,11,16.77086482,0,2.374402815,90,H,H_4,4,88.13633963
162,17,dakeche.3,29.86389038,-1.6,-9.406137018,0,11,7.364727802,0,1.464744221,90,H,H_4,4,29.86389038
163,17,dakeche.4,11.1,-1.6,-7.364727802,0,11,0,0,0,90,H,H_4,4,11.1
164,17,daxinghuoche.1,80.24124071,-11.2,11.29205663,0,13,11.29205663,0,1.073674416,90,H,H_1,1,80.24124071
165,17,daxinghuoche.2,29.47280021,-11.2,-5.839285883,0,13,5.452770752,0,0.932402126,90,H,H_1,1,29.47280021
166,17,daxinghuoche.3,13.1,-11.2,-5.452770752,0,13,0,0,0,90,H,H_1,1,13.1
167,17,tedaxinghuoche.0,73.99951865,-14.4,9.681040862,0,16,9.681040862,0,0.88188218,90,H,H_0,0,73.99951865
168,17,tedaxinghuoche.1,18.2934177,-14.4,-8.099429335,0,16,1.581611527,0,0.969805356,90,H,H_0,0,18.2934177
169,17,xiaokeche.1,43.87677591,-14.4,7.22690769,0,4,8.808519217,0,0.833072876,90,H,H_0,0,43.87677591
170,17,xiaoxinghuoche.1,77.53885899,-4.8,2.032527691,0,6,10.84104691,0,1.216668851,90,H,H_3,3,77.53885899
171,17,xiaoxinghuoche.2,38.2178667,-4.8,-3.395552793,0,6,7.445494115,0,0.924318234,90,H,H_3,3,38.2178667
172,17,xiaoxinghuoche.3,12.39085688,-4.8,-4.380163103,0,6,3.065331012,0,0.82048625,90,H,H_3,3,12.39085688
173,17,zhongxinghuoche.1,72.75117876,-8,7.717013314,0,9.6,10.78234433,0,0.798609455,90,H,H_2,2,72.75117876
174,17,zhongxinghuoche.2,32.63731361,-8,-4.192024238,0,9.6,6.590320088,0,1.122303984,90,H,H_2,2,32.63731361
175,17,zhongxinghuoche.3,10.38451374,-8,-5.905806352,0,9.6,0.684513736,0,0.684513736,90,H,H_2,2,10.38451374
176,18,dakeche.3,38.78697708,-1.6,0,0,11,8.923086694,0,1.558358892,90,H,H_4,4,38.78697708
177,18,dakeche.4,13.28622058,-1.6,-6.736866113,0,11,2.186220582,0,2.186220582,90,H,H_4,4,13.28622058
178,18,daxinghuoche.1,92.75428562,-11.2,10.32682433,0,13,12.51304491,0,1.220988278,90,H,H_1,1,92.75428562
179,18,daxinghuoche.2,35.70030243,-11.2,-6.285542695,0,13,6.227502217,0,0.774731465,90,H,H_1,1,35.70030243
180,18,daxinghuoche.3,14.15152121,-11.2,-5.175981006,0,13,1.051521211,0,1.051521211,90,H,H_1,1,14.15152121
181,18,tedaxinghuoche.0,84.76272991,-14.4,9.71169005,0,16,10.76321126,0,1.0821704,90,H,H_0,0,84.76272991
182,18,tedaxinghuoche.1,20.55455307,-14.4,-8.50207589,0,16,2.261135371,0,0.679523844,90,H,H_0,0,20.55455307
183,18,xiaokeche.1,53.81242668,-14.4,7.674515394,0,4,9.935650766,0,1.127131549,90,H,H_0,0,53.81242668
184,18,xiaoxinghuoche.1,89.59260411,-4.8,2.11809436,0,6,12.05374513,0,1.212698218,90,H,H_3,3,89.59260411
185,18,xiaoxinghuoche.2,46.39479213,-4.8,-3.876819694,0,6,8.176925432,0,0.731431317,90,H,H_3,3,46.39479213
186,18,xiaoxinghuoche.3,16.12170963,-4.8,-4.446072683,0,6,3.730852749,0,0.665521737,90,H,H_3,3,16.12170963
187,18,xiaoxinghuoche.4,6.1,-4.8,-3.730852749,0,6,0,0,0,90,H,H_3,3,6.1
188,18,zhongxinghuoche.1,84.74071293,-8,11.98953417,0,9.6,11.98953417,0,1.207189841,90,H,H_2,2,84.74071293
189,18,zhongxinghuoche.2,40.14854139,-8,-4.478306388,0,9.6,7.511227779,0,0.920907691,90,H,H_2,2,40.14854139
190,18,zhongxinghuoche.3,12.32464932,-8,-5.571092191,0,9.6,1.940135588,0,1.255621852,90,H,H_2,2,12.32464932
191,19,dakeche.3,50.06730689,-1.6,0,0,11,11.28032981,0,2.357243121,90,H,H_4,4,50.06730689
192,19,dakeche.4,17.72227442,-1.6,-6.844275974,0,11,4.436053841,0,2.249833259,90,H,H_4,4,17.72227442
193,19,daxinghuoche.2,42.60134988,-11.2,2.464993607,0,13,6.901047448,0,0.673545231,90,H,H_1,1,42.60134988
194,19,daxinghuoche.3,16.17423054,-11.2,-4.878338118,0,13,2.02270933,0,0.971188118,90,H,H_1,1,16.17423054
195,19,tedaxinghuoche.0,96.53843257,-14.4,9.752993329,0,16,11.77570266,0,1.012491397,90,H,H_0,0,96.53843257
196,19,tedaxinghuoche.1,23.89928585,-14.4,-8.430969876,0,16,3.344732783,0,1.083597411,90,H,H_0,0,23.89928585
197,19,xiaokeche.1,63.8941012,-14.4,6.73694174,0,4,10.08167452,0,0.146023756,90,H,H_0,0,63.8941012
198,19,xiaokeche.2,4.1,-14.4,-10.08167452,0,4,0,0,0,90,H,H_0,0,4.1
199,19,xiaoxinghuoche.2,55.35339975,-4.8,8.958607613,0,6,8.958607613,0,0.781682181,90,H,H_3,3,55.35339975
200,19,xiaoxinghuoche.3,20.80743874,-4.8,-4.272878506,0,6,4.685729107,0,0.954876358,90,H,H_3,3,20.80743874
201,19,xiaoxinghuoche.4,6.814304888,-4.8,-3.971424219,0,6,0.714304888,0,0.714304888,90,H,H_3,3,6.814304888
202,19,zhongxinghuoche.1,97.58824373,-8,12.13322592,0,9.6,12.84753081,0,0.857996641,90,H,H_2,2,97.58824373
203,19,zhongxinghuoche.2,48.92524381,-8,-4.07082839,0,9.6,8.776702418,0,1.265474638,90,H,H_2,2,48.92524381
204,19,zhongxinghuoche.3,15.19035913,-8,-5.910992609,0,9.6,2.865709809,0,0.925574221,90,H,H_2,2,15.19035913
205,20,dakeche.3,63.01693359,-1.6,0,0,11,12.9496267,0,1.669296883,90,H,H_4,4,63.01693359
206,20,dakeche.4,23.95492836,-1.6,-6.716972758,0,11,6.232653941,0,1.7966001,90,H,H_4,4,23.95492836
207,20,daxinghuoche.2,50.74992388,-11.2,1.915920061,0,13,8.148574002,0,1.247526554,90,H,H_1,1,50.74992388
208,20,daxinghuoche.3,19.37259752,-11.2,-4.95020702,0,13,3.198366982,0,1.175657652,90,H,H_1,1,19.37259752
209,20,tedaxinghuoche.1,28.27286205,-14.4,1.175209211,0,16,4.373576193,0,1.02884341,90,H,H_0,0,28.27286205
210,20,xiaokeche.1,76.02831355,-14.4,7.76063615,0,4,12.13421234,0,2.052537821,90,H,H_0,0,76.02831355
211,20,xiaokeche.2,5.316894913,-14.4,-10.91731743,0,4,1.216894913,0,1.216894913,90,H,H_0,0,5.316894913
212,20,xiaoxinghuoche.2,65.25451021,-4.8,8.684215549,0,6,9.901110462,0,0.942502849,90,H,H_3,3,65.25451021
213,20,xiaoxinghuoche.3,26.20037612,-4.8,-4.508173083,0,6,5.392937379,0,0.707208272,90,H,H_3,3,26.20037612
